"col_index","col_name"
851,"Number_28 Susceptible_comparator_group_definition"
852,"Number_28 Susceptible_comparator_group_value"
853,"Number_28 Total"
854,"Number_28 p-value"
855,"Number_28 note"
856,"Proportion_28 Variable_description"
857,"Proportion_28 Resistant_group_definition"
858,"Proportion_28 Resistant_group_value"
859,"Proportion_28 Susceptible_comparator_group_definition"
860,"Proportion_28 Susceptible_comparator_group_value"
861,"Proportion_28 Total"
862,"Number_29 Variable_description"
863,"Number_29 Resistant_group_definition"
864,"Number_29 Resistant_group_value"
865,"Number_29 Susceptible_comparator_group_definition"
866,"Number_29 Susceptible_comparator_group_value"
867,"Number_29 Total"
868,"Number_29 p-value"
869,"Number_29 note"
870,"Proportion_29 Variable_description"
871,"Proportion_29 Resistant_group_definition"
872,"Proportion_29 Resistant_group_value"
873,"Proportion_29 Susceptible_comparator_group_definition"
874,"Proportion_29 Susceptible_comparator_group_value"
875,"Proportion_29 Total"
876,"Number_30 Variable_description"
877,"Number_30 Resistant_group_definition"
878,"Number_30 Resistant_group_value"
879,"Number_30 Susceptible_comparator_group_definition"
880,"Number_30 Susceptible_comparator_group_value"
881,"Number_30 Total"
882,"Number_30 p-value"
883,"Number_30 note"
884,"Proportion_30 Variable_description"
885,"Proportion_30 Resistant_group_definition"
886,"Proportion_30 Resistant_group_value"
887,"Proportion_30 Susceptible_comparator_group_definition"
888,"Proportion_30 Susceptible_comparator_group_value"
889,"Proportion_30 Total"
890,"Proportion_30 p-value"
891,"Proportion_30 note"
892,"Number_31 Variable_description"
893,"Number_31 Resistant_group_definition"
894,"Number_31 Resistant_group_value"
895,"Number_31 Susceptible_comparator_group_definition"
896,"Number_31 Susceptible_comparator_group_value"
897,"Number_31 Total"
898,"Number_31 p-value"
899,"Number_31 note"
900,"Proportion_31 Variable_description"
901,"Proportion_31 Resistant_group_definition"
902,"Proportion_31 Resistant_group_value"
903,"Proportion_31 Susceptible_comparator_group_definition"
904,"Proportion_31 Susceptible_comparator_group_value"
905,"Proportion_31 Total"
906,"Number_32 Variable_description"
907,"Number_32 Resistant_group_definition"
908,"Number_32 Resistant_group_value"
909,"Number_32 Susceptible_comparator_group_definition"
910,"Number_32 Susceptible_comparator_group_value"
911,"Number_32 Total"
912,"Number_32 p-value"
913,"Number_32 note"
914,"Proportion_32 Variable_description"
915,"Proportion_32 Resistant_group_definition"
916,"Proportion_32 Resistant_group_value"
917,"Proportion_32 Susceptible_comparator_group_definition"
918,"Proportion_32 Susceptible_comparator_group_value"
919,"Proportion_32 Total"
920,"Number_33 Variable_description"
921,"Number_33 Resistant_group_definition"
922,"Number_33 Resistant_group_value"
923,"Number_33 Susceptible_comparator_group_definition"
924,"Number_33 Susceptible_comparator_group_value"
925,"Number_33 Total"
926,"Number_33 p-value"
927,"Number_33 note"
928,"Proportion_33 Variable_description"
929,"Proportion_33 Resistant_group_definition"
930,"Proportion_33 Resistant_group_value"
931,"Proportion_33 Susceptible_comparator_group_definition"
932,"Proportion_33 Susceptible_comparator_group_value"
933,"Proportion_33 Total"
934,"Number_34 Variable_description"
935,"Number_34 Resistant_group_definition"
936,"Number_34 Resistant_group_value"
937,"Number_34 Susceptible_comparator_group_definition"
938,"Number_34 Susceptible_comparator_group_value"
939,"Number_34 Total"
940,"Number_34 p-value"
941,"Number_34 note"
942,"Proportion_34 Variable_description"
943,"Proportion_34 Resistant_group_definition"
944,"Proportion_34 Resistant_group_value"
945,"Proportion_34 Susceptible_comparator_group_definition"
946,"Proportion_34 Susceptible_comparator_group_value"
947,"Proportion_34 Total"
948,"Number_35 Variable_description"
949,"Number_35 Resistant_group_definition"
950,"Number_35 Resistant_group_value"
951,"Number_35 Susceptible_comparator_group_definition"
952,"Number_35 Susceptible_comparator_group_value"
953,"Number_35 Total"
954,"Number_35 p-value"
955,"Number_35 note"
956,"Proportion_35 Variable_description"
957,"Proportion_35 Resistant_group_definition"
958,"Proportion_35 Resistant_group_value"
959,"Proportion_35 Susceptible_comparator_group_definition"
960,"Proportion_35 Susceptible_comparator_group_value"
961,"Proportion_35 Total"
962,"Number_36 Variable_description"
963,"Number_36 Resistant_group_definition"
964,"Number_36 Resistant_group_value"
965,"Number_36 Susceptible_comparator_group_definition"
966,"Number_36 Susceptible_comparator_group_value"
967,"Number_36 Total"
968,"Number_36 p-value"
969,"Number_36 note"
970,"Proportion_36 Variable_description"
971,"Proportion_36 Resistant_group_definition"
972,"Proportion_36 Resistant_group_value"
973,"Proportion_36 Susceptible_comparator_group_definition"
974,"Proportion_36 Susceptible_comparator_group_value"
975,"Proportion_36 Total"
976,"Number_37 Variable_description"
977,"Number_37 Resistant_group_definition"
978,"Number_37 Resistant_group_value"
979,"Number_37 Susceptible_comparator_group_definition"
980,"Number_37 Susceptible_comparator_group_value"
981,"Number_37 Total"
982,"Number_37 p-value"
983,"Number_37 note"
984,"Proportion_37 Variable_description"
985,"Proportion_37 Resistant_group_definition"
986,"Proportion_37 Resistant_group_value"
987,"Proportion_37 Susceptible_comparator_group_definition"
988,"Proportion_37 Susceptible_comparator_group_value"
989,"Proportion_37 Total"
990,"Number_38 Variable_description"
991,"Number_38 Resistant_group_definition"
992,"Number_38 Resistant_group_value"
993,"Number_38 Susceptible_comparator_group_definition"
994,"Number_38 Susceptible_comparator_group_value"
995,"Number_38 p-value"
996,"Number_38 note"
997,"Proportion_38 Variable_description"
998,"Proportion_38 Resistant_group_definition"
999,"Proportion_38 Resistant_group_value"
1000,"Proportion_38 Susceptible_comparator_group_definition"
1001,"Proportion_38 Susceptible_comparator_group_value"
1002,"General notes - if any...1464"
1003,"General notes - if any...1465"
1004,"Dependent variable...1466"
1005,"Predictor_1 Definition...1468"
1006,"Predictor_1 Reference_category...1469"
1007,"Predictor_1 Effect_measure_type...1470"
1008,"Predictor_1 Effect_measure_value_strength...1471"
1009,"Predictor_1 Effect_measure_95%CI...1472"
1010,"Predictor_1 Effect_measure_p-value...1473"
1011,"Predictor_1 Notes...1474"
1012,"Predictor_2 Definition...1475"
1013,"Predictor_2 Reference_category...1476"
1014,"Predictor_2 Effect_measure_type...1477"
1015,"Predictor_2 Effect_measure_value_strength...1478"
1016,"Predictor_2 Effect_measure_95%CI...1479"
1017,"Predictor_2 Effect_measure_p-value...1480"
1018,"Predictor_2 Notes...1481"
1019,"Predictor_3 Definition...1482"
1020,"Predictor_3 Reference_category...1483"
1021,"Predictor_3 Effect_measure_type...1484"
1022,"Predictor_3 Effect_measure_value_strength...1485"
1023,"Predictor_3 Effect_measure_95%CI...1486"
1024,"Predictor_3 Effect_measure_p-value...1487"
1025,"Predictor_3 Notes...1488"
1026,"Predictor_4 Definition...1489"
1027,"Predictor_4 Reference_category...1490"
1028,"Predictor_4 Effect_measure_type...1491"
1029,"Predictor_4 Effect_measure_value_strength...1492"
1030,"Predictor_4 Effect_measure_95%CI...1493"
1031,"Predictor_4 Effect_measure_p-value...1494"
1032,"Predictor_4 Notes...1495"
1033,"Predictor_5 Definition...1496"
1034,"Predictor_5 Reference_category...1497"
1035,"Predictor_5 Effect_measure_type...1498"
1036,"Predictor_5 Effect_measure_value_strength...1499"
1037,"Predictor_5 Effect_measure_95%CI...1500"
1038,"Predictor_5 Effect_measure_p-value...1501"
1039,"Predictor_5 Notes...1502"
1040,"Predictor_6 Definition...1503"
1041,"Predictor_6 Reference_category...1504"
1042,"Predictor_6 Effect_measure_type...1505"
1043,"Predictor_6 Effect_measure_value_strength...1506"
1044,"Predictor_6 Effect_measure_95%CI...1507"
1045,"Predictor_6 Effect_measure_p-value...1508"
1046,"Predictor_6 Notes...1509"
1047,"Predictor_7 Definition...1510"
1048,"Predictor_7 Reference_category...1511"
1049,"Predictor_7 Effect_measure_type...1512"
1050,"Predictor_7 Effect_measure_value_strength...1513"
1051,"Predictor_7 Effect_measure_95%CI...1514"
1052,"Predictor_7 Effect_measure_p-value...1515"
1053,"Predictor_7 Notes...1516"
1054,"Predictor_8 Definition...1517"
1055,"Predictor_8 Reference_category...1518"
1056,"Predictor_8 Effect_measure_type...1519"
1057,"Predictor_8 Effect_measure_value_strength...1520"
1058,"Predictor_8 Effect_measure_95%CI...1521"
1059,"Predictor_8 Effect_measure_p-value...1522"
1060,"Predictor_8 Notes...1523"
1061,"Predictor_9 Definition...1524"
1062,"Predictor_9 Reference_category...1525"
1063,"Predictor_9 Effect_measure_type...1526"
1064,"Predictor_9 Effect_measure_value_strength...1527"
1065,"Predictor_9 Effect_measure_95%CI...1528"
1066,"Predictor_9 Effect_measure_p-value...1529"
1067,"Predictor_9 Notes...1530"
1068,"Predictor_10 Definition...1531"
1069,"Predictor_10 Reference_category...1532"
1070,"Predictor_10 Effect_measure_type...1533"
1071,"Predictor_10 Effect_measure_value_strength...1534"
1072,"Predictor_10 Effect_measure_95%CI...1535"
1073,"Predictor_10 Effect_measure_p-value...1536"
1074,"Predictor_10 Notes...1537"
1075,"Predictor_11 Definition...1538"
1076,"Predictor_11 Reference_category...1539"
1077,"Predictor_11 Effect_measure_type...1540"
1078,"Predictor_11 Effect_measure_value_strength...1541"
1079,"Predictor_11 Effect_measure_95%CI...1542"
1080,"Predictor_11 Effect_measure_p-value...1543"
1081,"Predictor_11 Notes...1544"
1082,"Predictor_12 Definition...1545"
1083,"Predictor_12 Reference_category...1546"
1084,"Predictor_12 Effect_measure_type...1547"
1085,"Predictor_12 Effect_measure_value_strength...1548"
1086,"Predictor_12 Effect_measure_95%CI...1549"
1087,"Predictor_12 Effect_measure_p-value...1550"
1088,"Predictor_12 Notes...1551"
1089,"Predictor_13 Definition...1552"
1090,"Predictor_13 Reference_category...1553"
1091,"Predictor_13 Effect_measure_type...1554"
1092,"Predictor_13 Effect_measure_value_strength...1555"
1093,"Predictor_13 Effect_measure_95%CI...1556"
1094,"Predictor_13 Effect_measure_p-value...1557"
1095,"Predictor_13 Notes...1558"
1096,"Predictor_14 Definition...1559"
1097,"Predictor_14 Reference_category...1560"
1098,"Predictor_14 Effect_measure_type...1561"
1099,"Predictor_14 Effect_measure_value_strength...1562"
1100,"Predictor_14 Effect_measure_95%CI...1563"
1101,"Predictor_14 Effect_measure_p-value...1564"
1102,"Predictor_14 Notes...1565"
1103,"Predictor_15 Definition...1566"
1104,"Predictor_15 Reference_category...1567"
1105,"Predictor_15 Effect_measure_type...1568"
1106,"Predictor_15 Effect_measure_value_strength...1569"
1107,"Predictor_15 Effect_measure_95%CI...1570"
1108,"Predictor_15 Effect_measure_p-value...1571"
1109,"Predictor_15 Notes...1572"
1110,"Predictor_16 Definition...1574"
1111,"Predictor_16 Reference_category...1575"
1112,"Predictor_16 Effect_measure_type...1576"
1113,"Predictor_16 Effect_measure_value_strength...1577"
1114,"Predictor_16 Effect_measure_95%CI...1578"
1115,"Predictor_16 Effect_measure_p-value...1579"
1116,"Predictor_16 Notes...1580"
1117,"Predictor_17 Definition...1581"
1118,"Predictor_17 Reference_category...1582"
1119,"Predictor_17 Effect_measure_type...1583"
1120,"Predictor_17 Effect_measure_value_strength...1584"
1121,"Predictor_17 Effect_measure_95%CI...1585"
1122,"Predictor_17 Effect_measure_p-value...1586"
1123,"Predictor_17 Notes...1587"
1124,"Predictor_18 Definition...1588"
1125,"Predictor_18 Reference_category...1589"
1126,"Predictor_18 Effect_measure_type...1590"
1127,"Predictor_18 Effect_measure_value_strength...1591"
1128,"Predictor_18 Effect_measure_95%CI...1592"
1129,"Predictor_18 Effect_measure_p-value...1593"
1130,"Predictor_18 Notes...1594"
1131,"Predictor_19 Definition...1595"
1132,"Predictor_19 Reference_category...1596"
1133,"Predictor_19 Effect_measure_type...1597"
1134,"Predictor_19 Effect_measure_value_strength...1598"
1135,"Predictor_19 Effect_measure_95%CI...1599"
1136,"Predictor_19 Effect_measure_p-value...1600"
1137,"Predictor_19 Notes...1601"
1138,"Predictor_20 Definition...1602"
1139,"Predictor_20 Reference_category...1603"
1140,"Predictor_20 Effect_measure_type...1604"
1141,"Predictor_20 Effect_measure_value_strength...1605"
1142,"Predictor_20 Effect_measure_95%CI...1606"
1143,"Predictor_20 Effect_measure_p-value...1607"
1144,"Predictor_20 Notes...1608"
1145,"Predictor_21 Definition...1609"
1146,"Predictor_21 Reference_category...1610"
1147,"Predictor_21 Effect_measure_type...1611"
1148,"Predictor_21 Effect_measure_value_strength...1612"
1149,"Predictor_21 Effect_measure_95%CI...1613"
1150,"Predictor_21 Effect_measure_p-value...1614"
1151,"Predictor_21 Notes...1615"
1152,"Predictor_22 Definition...1616"
1153,"Predictor_22 Reference_category...1617"
1154,"Predictor_22 Effect_measure_type...1618"
1155,"Predictor_22 Effect_measure_value_strength...1619"
1156,"Predictor_22 Effect_measure_95%CI...1620"
1157,"Predictor_22 Effect_measure_p-value...1621"
1158,"Predictor_22 Notes...1622"
1159,"Predictor_23 Definition"
1160,"Predictor_23 Reference_category"
1161,"Predictor_23 Effect_measure_type"
1162,"Predictor_23 Effect_measure_value_strength"
1163,"Predictor_23 Effect_measure_95%CI"
1164,"Predictor_23 Effect_measure_p-value"
1165,"Predictor_23 Notes"
1166,"Predictor_24 Definition"
1167,"Predictor_24 Effect_measure_type"
1168,"Predictor_24 Effect_measure_value_strength"
1169,"Predictor_24 Effect_measure_95%CI"
1170,"Predictor_24 Effect_measure_p-value"
1171,"Predictor_24 Notes"
1172,"Predictor_25 Definition"
1173,"Predictor_25 Effect_measure_type"
1174,"Predictor_25 Effect_measure_value_strength"
1175,"Predictor_25 Effect_measure_95%CI"
1176,"Predictor_25 Effect_measure_p-value"
1177,"Predictor_25 Notes"
1178,"Predictor_26 Definition"
1179,"Predictor_26 Effect_measure_type"
1180,"Predictor_26 Effect_measure_value_strength"
1181,"Predictor_26 Effect_measure_95%CI"
1182,"Predictor_26 Effect_measure_p-value"
1183,"Predictor_26 Notes"
1184,"Predictor_27 Definition"
1185,"Predictor_27 Effect_measure_type"
1186,"Predictor_27 Effect_measure_value_strength"
1187,"Predictor_27 Effect_measure_95%CI"
1188,"Predictor_27 Effect_measure_p-value"
1189,"Predictor_27 Notes"
1190,"Predictor_28 Definition"
1191,"Predictor_28 Effect_measure_type"
1192,"Predictor_28 Effect_measure_value_strength"
1193,"Predictor_28 Effect_measure_95%CI"
1194,"Predictor_28 Effect_measure_p-value"
1195,"Predictor_29 Definition"
1196,"Predictor_29 Effect_measure_type"
1197,"Predictor_29 Effect_measure_value_strength"
1198,"Predictor_29 Effect_measure_95%CI"
1199,"Predictor_29 Effect_measure_p-value"
1200,"Predictor_30 Definition"
1201,"Predictor_30 Reference_category"
1202,"Predictor_30 Effect_measure_type"
1203,"Predictor_30 Effect_measure_value_strength"
1204,"Predictor_30 Effect_measure_95%CI"
1205,"Predictor_30 Effect_measure_p-value"
1206,"Predictor_31 Definition"
1207,"Predictor_31 Reference_category"
1208,"Predictor_31 Effect_measure_type"
1209,"Predictor_31 Effect_measure_value_strength"
1210,"Predictor_31 Effect_measure_95%CI"
1211,"Predictor_31 Effect_measure_p-value"
1212,"Predictor_32 Definition"
1213,"Predictor_32 Reference_category"
1214,"Predictor_32 Effect_measure_type"
1215,"Predictor_32 Effect_measure_value_strength"
1216,"Predictor_32 Effect_measure_95%CI"
1217,"Predictor_32 Effect_measure_p-value"
1218,"General notes - if any...1714"
1219,"Dependent variable...1715"
1220,"Predictor_1 Definition...1717"
1221,"Predictor_1 Reference_category...1718"
1222,"Predictor_1 Effect_measure_type...1719"
1223,"Predictor_1 Effect_measure_value_strength...1720"
1224,"Predictor_1 Effect_measure_95%CI...1721"
1225,"Predictor_1 Effect_measure_p-value...1722"
1226,"Predictor_1 Notes...1723"
1227,"Predictor_2 Definition...1724"
1228,"Predictor_2 Reference_category...1725"
1229,"Predictor_2 Effect_measure_type...1726"
1230,"Predictor_2 Effect_measure_value_strength...1727"
1231,"Predictor_2 Effect_measure_95%CI...1728"
1232,"Predictor_2 Effect_measure_p-value...1729"
1233,"Predictor_2 Notes...1730"
1234,"Predictor_3 Definition...1731"
1235,"Predictor_3 Reference_category...1732"
1236,"Predictor_3 Effect_measure_type...1733"
1237,"Predictor_3 Effect_measure_value_strength...1734"
1238,"Predictor_3 Effect_measure_95%CI...1735"
1239,"Predictor_3 Effect_measure_p-value...1736"
1240,"Predictor_3 Notes...1737"
1241,"Predictor_4 Definition...1738"
1242,"Predictor_4 Reference_category...1739"
1243,"Predictor_4 Effect_measure_type...1740"
1244,"Predictor_4 Effect_measure_value_strength...1741"
1245,"Predictor_4 Effect_measure_95%CI...1742"
1246,"Predictor_4 Effect_measure_p-value...1743"
1247,"Predictor_4 Notes...1744"
1248,"Predictor_5 Definition...1745"
1249,"Predictor_5 Reference_category...1746"
1250,"Predictor_5 Effect_measure_type...1747"
1251,"Predictor_5 Effect_measure_value_strength...1748"
1252,"Predictor_5 Effect_measure_95%CI...1749"
1253,"Predictor_5 Effect_measure_p-value...1750"
1254,"Predictor_5 Notes...1751"
1255,"Predictor_6 Definition...1752"
1256,"Predictor_6 Reference_category...1753"
1257,"Predictor_6 Effect_measure_type...1754"
1258,"Predictor_6 Effect_measure_value_strength...1755"
1259,"Predictor_6 Effect_measure_95%CI...1756"
1260,"Predictor_6 Effect_measure_p-value...1757"
1261,"Predictor_6 Notes...1758"
1262,"Predictor_7 Definition...1759"
1263,"Predictor_7 Reference_category...1760"
1264,"Predictor_7 Effect_measure_type...1761"
1265,"Predictor_7 Effect_measure_value_strength...1762"
1266,"Predictor_7 Effect_measure_95%CI...1763"
1267,"Predictor_7 Effect_measure_p-value...1764"
1268,"Predictor_7 Notes...1765"
1269,"Predictor_8 Definition...1766"
1270,"Predictor_8 Reference_category...1767"
1271,"Predictor_8 Effect_measure_type...1768"
1272,"Predictor_8 Effect_measure_value_strength...1769"
1273,"Predictor_8 Effect_measure_95%CI...1770"
1274,"Predictor_8 Effect_measure_p-value...1771"
1275,"Predictor_8 Notes...1772"
1276,"Predictor_9 Definition...1773"
1277,"Predictor_9 Reference_category...1774"
1278,"Predictor_9 Effect_measure_type...1775"
1279,"Predictor_9 Effect_measure_value_strength...1776"
1280,"Predictor_9 Effect_measure_95%CI...1777"
1281,"Predictor_9 Effect_measure_p-value...1778"
1282,"Predictor_9 Notes...1779"
1283,"Predictor_10 Definition...1780"
1284,"Predictor_10 Reference_category...1781"
1285,"Predictor_10 Effect_measure_type...1782"
1286,"Predictor_10 Effect_measure_value_strength...1783"
1287,"Predictor_10 Effect_measure_95%CI...1784"
1288,"Predictor_10 Effect_measure_p-value...1785"
1289,"Predictor_10 Notes...1786"
1290,"Predictor_11 Definition...1787"
1291,"Predictor_11 Reference_category...1788"
1292,"Predictor_11 Effect_measure_type...1789"
1293,"Predictor_11 Effect_measure_value_strength...1790"
1294,"Predictor_11 Effect_measure_95%CI...1791"
1295,"Predictor_11 Effect_measure_p-value...1792"
1296,"Predictor_11 Notes...1793"
1297,"Predictor_12 Definition...1794"
1298,"Predictor_12 Reference_category...1795"
1299,"Predictor_12 Effect_measure_type...1796"
1300,"Predictor_12 Effect_measure_value_strength...1797"
1301,"Predictor_12 Effect_measure_95%CI...1798"
1302,"Predictor_12 Effect_measure_p-value...1799"
1303,"Predictor_12 Notes...1800"
1304,"Predictor_13 Definition...1801"
1305,"Predictor_13 Reference_category...1802"
1306,"Predictor_13 Effect_measure_type...1803"
1307,"Predictor_13 Effect_measure_value_strength...1804"
1308,"Predictor_13 Effect_measure_95%CI...1805"
1309,"Predictor_13 Effect_measure_p-value...1806"
1310,"Predictor_13 Notes...1807"
1311,"Predictor_14 Definition...1808"
1312,"Predictor_14 Reference_category...1809"
1313,"Predictor_14 Effect_measure_type...1810"
1314,"Predictor_14 Effect_measure_value_strength...1811"
1315,"Predictor_14 Effect_measure_95%CI...1812"
1316,"Predictor_14 Effect_measure_p-value...1813"
1317,"Predictor_14 Notes...1814"
1318,"Predictor_15 Definition...1815"
1319,"Predictor_15 Reference_category...1816"
1320,"Predictor_15 Effect_measure_type...1817"
1321,"Predictor_15 Effect_measure_value_strength...1818"
1322,"Predictor_15 Effect_measure_95%CI...1819"
1323,"Predictor_15 Effect_measure_p-value...1820"
1324,"Predictor_15 Notes...1821"
1325,"Predictor_16 Definition...1822"
1326,"Predictor_16 Reference_category...1823"
1327,"Predictor_16 Effect_measure_type...1824"
1328,"Predictor_16 Effect_measure_value_strength...1825"
1329,"Predictor_16 Effect_measure_95%CI...1826"
1330,"Predictor_16 Effect_measure_p-value...1827"
1331,"Predictor_16 Notes...1828"
1332,"Predictor_17 Definition...1829"
1333,"Predictor_17 Reference_category...1830"
1334,"Predictor_17 Effect_measure_type...1831"
1335,"Predictor_17 Effect_measure_value_strength...1832"
1336,"Predictor_17 Effect_measure_95%CI...1833"
1337,"Predictor_17 Effect_measure_p-value...1834"
1338,"Predictor_17 Notes...1835"
1339,"Predictor_18 Definition...1836"
1340,"Predictor_18 Reference_category...1837"
1341,"Predictor_18 Effect_measure_type...1838"
1342,"Predictor_18 Effect_measure_value_strength...1839"
1343,"Predictor_18 Effect_measure_95%CI...1840"
1344,"Predictor_18 Effect_measure_p-value...1841"
1345,"Predictor_18 Notes...1842"
1346,"Predictor_19 Definition...1843"
1347,"Predictor_19 Reference_category...1844"
1348,"Predictor_19 Effect_measure_type...1845"
1349,"Predictor_19 Effect_measure_value_strength...1846"
1350,"Predictor_19 Effect_measure_95%CI...1847"
1351,"Predictor_19 Effect_measure_p-value...1848"
1352,"Predictor_20 Definition...1850"
1353,"Predictor_20 Reference_category...1851"
1354,"Predictor_20 Effect_measure_type...1852"
1355,"Predictor_20 Effect_measure_value_strength...1853"
1356,"Predictor_20 Effect_measure_95%CI...1854"
1357,"Predictor_20 Effect_measure_p-value...1855"
1358,"Predictor_21 Definition...1857"
1359,"Predictor_21 Reference_category...1858"
1360,"Predictor_21 Effect_measure_type...1859"
1361,"Predictor_21 Effect_measure_value_strength...1860"
1362,"Predictor_21 Effect_measure_95%CI...1861"
1363,"Predictor_21 Effect_measure_p-value...1862"
1364,"Predictor_22 Definition...1864"
1365,"Predictor_22 Reference_category...1865"
1366,"Predictor_22 Effect_measure_type...1866"
1367,"Predictor_22 Effect_measure_value_strength...1867"
1368,"Predictor_22 Effect_measure_95%CI...1868"
1369,"Predictor_22 Effect_measure_p-value...1869"
1370,"Proxy_indicator_intervention"
1371,"Intervention_thematic"
1372,"Intervention_description"
1373,"analysisdesign_simplified"
1374,"studypop"
1375,"highrisk"
1376,"incomegroup"
1377,"pub_year_cat"
1378,"facility_type"
1379,"bone_joint"
1380,"device_related"
1381,"intra_abdominal_gastrointestinal"
1382,"skin_soft_tissue"
1383,"respiratory"
1384,"urinary_tract"
1385,"primary"
1386,"unknown_unspecified_source"
1387,"surgical_site"
1388,"other_source"
1389,"bsi_source_count"
1390,"bsi_source_nb"
1391,"community_acquired_infections"
1392,"hospital_acquired_infections"
1393,"healthcare_associated_infections"
1394,"unknown_unspecified_origin"
1395,"other_origin"
1396,"infection_origin_count"
1397,"infection_origin_nb"
1398,"n_models"
1399,"model_nb"
1400,"total_resistant"
1401,"total_susceptible"
1402,"Model"
1403,"Resistant_grp_definition"
1404,"Resistant_group_tot_nb"
1405,"Susceptible_group_definition"
1406,"Susceptible_group_tot_nb"
1407,"notes"
1408,"amr"
1409,"pathogen_antibiotic_combination"
